Controller,Sum_SettlingTime,Sum_RMSE_Transient,Sum_IAE_Transient,Sum_ISE_Transient,Sum_ITAE_Transient,Sum_ControlEnergy_Transient
Koopman,53.6666666666667,2.05220487726631,94.5874013685239,336.73882829722,1775.39428250244,330321.240205979
Strejc,98.6666666666667,1.91947008513253,127.198646725317,351.694963741226,6987.58666041053,551503.307831215
